# Pathway	FF06626420_Abundance
UNMAPPED	1983094.4513996730
UNINTEGRATED	1402615.9339823776
UNINTEGRATED|unclassified	746351.8646337561
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_johnsonii	153481.3292847398
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	132815.4716654639
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri	97194.7564847988
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	32425.2492580992
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	26785.5728981036
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	17048.9540650854
UNINTEGRATED|g__Akkermansia.s__Akkermansia_muciniphila	9617.1843621406
UNINTEGRATED|g__Parasutterella.s__Parasutterella_excrementihominis	8730.2790030590
UNINTEGRATED|g__Staphylococcus.s__Staphylococcus_nepalensis	7518.6007210760
UNINTEGRATED|g__Acutalibacter.s__Acutalibacter_muris	7282.8484172616
UNINTEGRATED|g__Enterorhabdus.s__Enterorhabdus_caecimuris	6400.1769687670
TRNA-CHARGING-PWY: tRNA charging	1649.9355230948
TRNA-CHARGING-PWY: tRNA charging|unclassified	1070.1353038328
TRNA-CHARGING-PWY: tRNA charging|g__Lactobacillus.s__Lactobacillus_johnsonii	267.5960346082
TRNA-CHARGING-PWY: tRNA charging|g__Lactobacillus.s__Lactobacillus_reuteri	110.2053700268
PWY-3841: folate transformations II (plants)	1608.4216513330
PWY-3841: folate transformations II (plants)|unclassified	1129.3778203060
PWY-3841: folate transformations II (plants)|g__Lactobacillus.s__Lactobacillus_johnsonii	256.0435552575
PWY-3841: folate transformations II (plants)|g__Lactobacillus.s__Lactobacillus_reuteri	80.3716512673
PWY-3841: folate transformations II (plants)|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	7.2397376905
PWY-5686: UMP biosynthesis I	1582.7350918965
PWY-5686: UMP biosynthesis I|unclassified	1042.8959042187
PWY-5686: UMP biosynthesis I|g__Lactobacillus.s__Lactobacillus_johnsonii	255.0359878110
PWY-5686: UMP biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	125.1454787231
PWY-5686: UMP biosynthesis I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	55.2324132653
PWY-5686: UMP biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	43.7152175311
PWY-7790: UMP biosynthesis II	1582.7350918965
PWY-7790: UMP biosynthesis II|unclassified	1042.8959042187
PWY-7790: UMP biosynthesis II|g__Lactobacillus.s__Lactobacillus_johnsonii	260.7075543051
PWY-7790: UMP biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	128.7820414575
PWY-7790: UMP biosynthesis II|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	55.2324132653
PWY-7790: UMP biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	34.4870708479
PWY-7791: UMP biosynthesis III	1582.7350918965
PWY-7791: UMP biosynthesis III|unclassified	1042.8959042187
PWY-7791: UMP biosynthesis III|g__Lactobacillus.s__Lactobacillus_johnsonii	255.0359878110
PWY-7791: UMP biosynthesis III|g__Lactobacillus.s__Lactobacillus_reuteri	125.1454787231
PWY-7791: UMP biosynthesis III|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	55.2324132653
PWY-7791: UMP biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	34.4870708479
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	1461.8107699128
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|unclassified	910.4237012546
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Lactobacillus.s__Lactobacillus_johnsonii	289.0583084377
