# Pathway	FF06626206_Abundance
UNMAPPED	1840121.1934484320
UNINTEGRATED	1142377.6468425372
UNINTEGRATED|unclassified	740667.6851858104
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	147039.5060672692
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_johnsonii	55638.2299709987
UNINTEGRATED|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	42147.0151308162
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri	24406.8058254216
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	17591.1460099430
UNINTEGRATED|g__Parasutterella.s__Parasutterella_excrementihominis	13197.5186254828
UNINTEGRATED|g__Akkermansia.s__Akkermansia_muciniphila	11396.5991356942
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	10134.2155733298
UNINTEGRATED|g__Acutalibacter.s__Acutalibacter_muris	9255.5703922596
UNINTEGRATED|g__Enterorhabdus.s__Enterorhabdus_caecimuris	4366.7435517856
TRNA-CHARGING-PWY: tRNA charging	1374.7970899367
TRNA-CHARGING-PWY: tRNA charging|unclassified	1107.3193012205
TRNA-CHARGING-PWY: tRNA charging|g__Lactobacillus.s__Lactobacillus_johnsonii	75.6563945102
TRNA-CHARGING-PWY: tRNA charging|g__Lactobacillus.s__Lactobacillus_reuteri	34.3078639435
PWY-5686: UMP biosynthesis I	1352.7558099503
PWY-5686: UMP biosynthesis I|unclassified	1090.5079285929
PWY-5686: UMP biosynthesis I|g__Lactobacillus.s__Lactobacillus_johnsonii	71.4505589394
PWY-5686: UMP biosynthesis I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	67.1292552697
PWY-5686: UMP biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	31.8877835071
PWY-5686: UMP biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	23.6500292030
PWY-5686: UMP biosynthesis I|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	12.9725769697
PWY-7790: UMP biosynthesis II	1352.7558099503
PWY-7790: UMP biosynthesis II|unclassified	1090.5079285929
PWY-7790: UMP biosynthesis II|g__Lactobacillus.s__Lactobacillus_johnsonii	74.4175342550
PWY-7790: UMP biosynthesis II|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	67.1292552697
PWY-7790: UMP biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	38.3166843044
PWY-7790: UMP biosynthesis II|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	12.9725769697
PWY-7791: UMP biosynthesis III	1352.7558099503
