# Pathway	FF05293605_Abundance
UNMAPPED	2087830.3794609022
UNINTEGRATED	1071099.2031853583
UNINTEGRATED|unclassified	789218.8940818596
UNINTEGRATED|g__Akkermansia.s__Akkermansia_muciniphila	97422.1149391732
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	34111.7963202168
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_johnsonii	25961.6120240614
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri	21377.7138110596
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	18248.9698779181
UNINTEGRATED|g__Staphylococcus.s__Staphylococcus_xylosus	10435.2440881569
UNINTEGRATED|g__Parasutterella.s__Parasutterella_excrementihominis	9884.0836151626
UNINTEGRATED|g__Staphylococcus.s__Staphylococcus_saprophyticus	1875.6691487870
UNINTEGRATED|g__Staphylococcus.s__Staphylococcus_nepalensis	1491.7888290644
TRNA-CHARGING-PWY: tRNA charging	1624.5834445815
TRNA-CHARGING-PWY: tRNA charging|unclassified	1392.3674042602
TRNA-CHARGING-PWY: tRNA charging|g__Lactobacillus.s__Lactobacillus_johnsonii	45.3203099292
TRNA-CHARGING-PWY: tRNA charging|g__Lactobacillus.s__Lactobacillus_reuteri	19.3129867159
PWY-6700: queuosine biosynthesis I (de novo)	1478.9055569797
PWY-6700: queuosine biosynthesis I (de novo)|unclassified	1348.0706115399
PWY-6700: queuosine biosynthesis I (de novo)|g__Akkermansia.s__Akkermansia_muciniphila	103.6154913155
PWY-6700: queuosine biosynthesis I (de novo)|g__Parasutterella.s__Parasutterella_excrementihominis	19.6692904575
PWY-3841: folate transformations II (plants)	1463.8725799178
PWY-3841: folate transformations II (plants)|unclassified	1260.3632440647
PWY-3841: folate transformations II (plants)|g__Akkermansia.s__Akkermansia_muciniphila	99.3128310855
PWY-3841: folate transformations II (plants)|g__Lactobacillus.s__Lactobacillus_johnsonii	38.8962409196
PWY-3841: folate transformations II (plants)|g__Lactobacillus.s__Lactobacillus_reuteri	19.3441988783
PWY-6609: adenine and adenosine salvage III	1331.6650602767
PWY-6609: adenine and adenosine salvage III|unclassified	1213.5045143977
PWY-6609: adenine and adenosine salvage III|g__Lactobacillus.s__Lactobacillus_reuteri	33.0098806896
PWY-1042: glycolysis IV	1323.4008445759
PWY-1042: glycolysis IV|unclassified	1214.3636286270
PWY-5686: UMP biosynthesis I	1307.6970165040
PWY-5686: UMP biosynthesis I|unclassified	1126.3472300118
PWY-5686: UMP biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	96.1160126944
PWY-5686: UMP biosynthesis I|g__Lactobacillus.s__Lactobacillus_johnsonii	35.1063051922
PWY-5686: UMP biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	23.3583841179
PWY-5686: UMP biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	17.9413021768
PWY-7790: UMP biosynthesis II	1307.6970165040
PWY-7790: UMP biosynthesis II|unclassified	1126.3472300118
PWY-7790: UMP biosynthesis II|g__Akkermansia.s__Akkermansia_muciniphila	87.1795902827
PWY-7790: UMP biosynthesis II|g__Lactobacillus.s__Lactobacillus_johnsonii	35.1063051922
PWY-7790: UMP biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	19.4893066268
PWY-7790: UMP biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	18.6269152856
PWY-7791: UMP biosynthesis III	1307.6970165040
PWY-7791: UMP biosynthesis III|unclassified	1126.3472300118
PWY-7791: UMP biosynthesis III|g__Akkermansia.s__Akkermansia_muciniphila	87.1795902827
PWY-7791: UMP biosynthesis III|g__Lactobacillus.s__Lactobacillus_johnsonii	35.1063051922
PWY-7791: UMP biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	18.6269152856
PWY-7791: UMP biosynthesis III|g__Lactobacillus.s__Lactobacillus_reuteri	17.9413021768
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	1265.7498011265
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|unclassified	1093.7123338810
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	107.9441243207
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Lactobacillus.s__Lactobacillus_johnsonii	47.1949351685
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	19.0318284525
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	7.3510186532
PWY-7221: guanosine ribonucleotides de novo biosynthesis	1199.2033800762
PWY-7221: guanosine ribonucleotides de novo biosynthesis|unclassified	991.4299644300
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	99.9521568686
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	23.8255290923
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	16.2450716279
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	11.2904395885
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Staphylococcus.s__Staphylococcus_nepalensis	6.3920555010
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Staphylococcus.s__Staphylococcus_xylosus	1.8211828271
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	1181.8148525550
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified	1043.5514125558
PWY-6123: inosine-5'-phosphate biosynthesis I	1141.8278128974
PWY-6123: inosine-5'-phosphate biosynthesis I|unclassified	985.7087898428
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	79.2689139497
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	21.4935339816
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	11.3785571715
VALSYN-PWY: L-valine biosynthesis	1141.5500213593
VALSYN-PWY: L-valine biosynthesis|unclassified	931.4412106262
VALSYN-PWY: L-valine biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	118.4426325027
VALSYN-PWY: L-valine biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	25.7922435432
VALSYN-PWY: L-valine biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	11.1712887539
VALSYN-PWY: L-valine biosynthesis|g__Staphylococcus.s__Staphylococcus_nepalensis	4.2793820641
VALSYN-PWY: L-valine biosynthesis|g__Staphylococcus.s__Staphylococcus_xylosus	1.7337127509
PWY-5695: inosine 5'-phosphate degradation	1137.5212924135
PWY-5695: inosine 5'-phosphate degradation|unclassified	969.9515582238
PWY-5695: inosine 5'-phosphate degradation|g__Lactobacillus.s__Lactobacillus_reuteri	36.1240242998
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	1089.2205454685
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|unclassified	884.8381124725
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Akkermansia.s__Akkermansia_muciniphila	102.1805710056
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	23.0902907114
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	18.6584479702
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Parasutterella.s__Parasutterella_excrementihominis	15.6288574155
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	1089.2205454685
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|unclassified	884.8381124725
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	102.1805710056
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lactobacillus.s__Lactobacillus_reuteri	23.0902907114
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	18.6584479702
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	15.6288574155
PWY-6124: inosine-5'-phosphate biosynthesis II	1080.5287369664
PWY-6124: inosine-5'-phosphate biosynthesis II|unclassified	926.5089584657
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Akkermansia.s__Akkermansia_muciniphila	77.7780523163
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Lactobacillus.s__Lactobacillus_reuteri	20.3646209618
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	11.0109602541
PANTO-PWY: phosphopantothenate biosynthesis I	1054.0639297346
PANTO-PWY: phosphopantothenate biosynthesis I|unclassified	818.7215817537
PANTO-PWY: phosphopantothenate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	113.8162660943
PANTO-PWY: phosphopantothenate biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	16.9869377319
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	1014.8473472072
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II|unclassified	914.5321641928
COA-PWY: coenzyme A biosynthesis I (prokaryotic)	954.0021774950
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|unclassified	766.0466865619
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Akkermansia.s__Akkermansia_muciniphila	127.3758509202
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Lactobacillus.s__Lactobacillus_johnsonii	40.0638563495
COA-PWY: coenzyme A biosynthesis I (prokaryotic)|g__Lactobacillus.s__Lactobacillus_reuteri	18.8175679756
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	952.5215798425
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)|unclassified	841.7968506138
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	933.1217303238
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|unclassified	656.5141357347
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Akkermansia.s__Akkermansia_muciniphila	97.2194907694
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_johnsonii	40.3032354237
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_reuteri	26.4754055194
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	17.8551466464
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	922.6515437995
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified	755.7237312326
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I	917.1773890721
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|unclassified	828.8975541811
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	13.2237400092
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	909.6799552660
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|unclassified	759.8914468817
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Akkermansia.s__Akkermansia_muciniphila	88.7300653056
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Lactobacillus.s__Lactobacillus_reuteri	27.3584901302
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Parasutterella.s__Parasutterella_excrementihominis	10.5573488006
PWY-2942: L-lysine biosynthesis III	889.3395636039
PWY-2942: L-lysine biosynthesis III|unclassified	743.1052474909
PWY-2942: L-lysine biosynthesis III|g__Akkermansia.s__Akkermansia_muciniphila	107.6068548780
PWY-2942: L-lysine biosynthesis III|g__Lactobacillus.s__Lactobacillus_reuteri	15.5327593720
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	873.7630974204
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|unclassified	515.8867236002
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	872.4778797422
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|unclassified	556.1009009555
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Akkermansia.s__Akkermansia_muciniphila	110.4321563724
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	870.2702801992
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|unclassified	597.4495576155
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Akkermansia.s__Akkermansia_muciniphila	95.8120014325
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_johnsonii	40.3650385238
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_reuteri	30.8217289781
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	16.7275409422
PWY-5097: L-lysine biosynthesis VI	863.6925455048
PWY-5097: L-lysine biosynthesis VI|unclassified	719.8625826445
PWY-5097: L-lysine biosynthesis VI|g__Akkermansia.s__Akkermansia_muciniphila	97.8987484611
PWY-5097: L-lysine biosynthesis VI|g__Lactobacillus.s__Lactobacillus_reuteri	15.6538987573
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	856.5121907653
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|unclassified	630.9143785798
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	109.4103839388
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Lactobacillus.s__Lactobacillus_reuteri	19.5491635335
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	17.1044326577
1CMET2-PWY: folate transformations III (E. coli)	842.1905935345
1CMET2-PWY: folate transformations III (E. coli)|unclassified	677.9585277469
1CMET2-PWY: folate transformations III (E. coli)|g__Akkermansia.s__Akkermansia_muciniphila	99.2603988091
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	837.0741093398
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|unclassified	765.6029828324
ARO-PWY: chorismate biosynthesis I	832.8391297515
ARO-PWY: chorismate biosynthesis I|unclassified	623.5238559896
ARO-PWY: chorismate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	101.8705182433
ARO-PWY: chorismate biosynthesis I|g__Parasutterella.s__Parasutterella_excrementihominis	12.2839272052
GLUCONEO-PWY: gluconeogenesis I	826.1135554824
GLUCONEO-PWY: gluconeogenesis I|unclassified	487.1935444189
NONMEVIPP-PWY: methylerythritol phosphate pathway I	813.5926068549
NONMEVIPP-PWY: methylerythritol phosphate pathway I|unclassified	688.9465015542
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	23.3749380818
NONMEVIPP-PWY: methylerythritol phosphate pathway I|g__Parasutterella.s__Parasutterella_excrementihominis	15.3841019831
HISDEG-PWY: L-histidine degradation I	810.8761920693
HISDEG-PWY: L-histidine degradation I|unclassified	805.9544430223
HSERMETANA-PWY: L-methionine biosynthesis III	764.6394017360
HSERMETANA-PWY: L-methionine biosynthesis III|unclassified	653.9045528301
HSERMETANA-PWY: L-methionine biosynthesis III|g__Akkermansia.s__Akkermansia_muciniphila	88.1545701684
HSERMETANA-PWY: L-methionine biosynthesis III|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	16.6990207443
PWY-7208: superpathway of pyrimidine nucleobases salvage	760.0784575815
PWY-7208: superpathway of pyrimidine nucleobases salvage|unclassified	642.0604555126
PWY-5973: cis-vaccenate biosynthesis	745.9196599826
PWY-5973: cis-vaccenate biosynthesis|unclassified	600.7511221216
CALVIN-PWY: Calvin-Benson-Bassham cycle	727.2201526297
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	427.0501481733
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)	716.7440591502
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|unclassified	405.6213501680
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Lactobacillus.s__Lactobacillus_johnsonii	42.8231339175
COA-PWY-1: superpathway of coenzyme A biosynthesis III (mammals)|g__Lactobacillus.s__Lactobacillus_reuteri	11.0965845243
PWY-6151: S-adenosyl-L-methionine salvage I	716.6278685240
PWY-6151: S-adenosyl-L-methionine salvage I|unclassified	565.7751826163
PWY-6151: S-adenosyl-L-methionine salvage I|g__Lactobacillus.s__Lactobacillus_johnsonii	42.4911532119
PWY-6151: S-adenosyl-L-methionine salvage I|g__Lactobacillus.s__Lactobacillus_reuteri	23.4207103104
PWY-6151: S-adenosyl-L-methionine salvage I|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	20.3213778524
PWY-7977: L-methionine biosynthesis IV	693.5901576859
PWY-7977: L-methionine biosynthesis IV|unclassified	573.3480439487
PWY-7977: L-methionine biosynthesis IV|g__Akkermansia.s__Akkermansia_muciniphila	88.3412686317
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	688.3446901676
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified	646.6717272657
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Parasutterella.s__Parasutterella_excrementihominis	19.2991698997
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	688.3446901676
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|unclassified	646.6717272657
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Parasutterella.s__Parasutterella_excrementihominis	19.2991698997
PWY-6703: preQ0 biosynthesis	686.1890357475
PWY-6703: preQ0 biosynthesis|unclassified	600.4882752893
PWY-6703: preQ0 biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	82.0541401368
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	682.8969278400
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|unclassified	371.9227768524
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Lactobacillus.s__Lactobacillus_johnsonii	40.0638563495
PWY-7851: coenzyme A biosynthesis II (eukaryotic)|g__Lactobacillus.s__Lactobacillus_reuteri	9.8292094543
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	666.9990623759
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified	321.8857686223
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Akkermansia.s__Akkermansia_muciniphila	117.9724643554
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	25.6893966080
HISTSYN-PWY: L-histidine biosynthesis	662.4817296512
HISTSYN-PWY: L-histidine biosynthesis|unclassified	532.3672445558
HISTSYN-PWY: L-histidine biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	14.9009259231
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	656.5300653876
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|unclassified	223.5890083210
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Lactobacillus.s__Lactobacillus_reuteri	30.7674228398
PWY-7663: gondoate biosynthesis (anaerobic)	644.8465688558
