# Pathway	FF05623580_Abundance
UNMAPPED	1898710.1957869269
UNINTEGRATED	948602.2173399717
UNINTEGRATED|unclassified	801648.0690835764
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_johnsonii	51294.8834882529
UNINTEGRATED|g__Eubacterium.s__Eubacterium_sp_14_2	21394.7542080116
UNINTEGRATED|g__Lactobacillus.s__Lactobacillus_reuteri	18106.3355378902
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	15058.6309463423
UNINTEGRATED|g__Parasutterella.s__Parasutterella_excrementihominis	9782.4119392996
UNINTEGRATED|g__Enterorhabdus.s__Enterorhabdus_caecimuris	4002.0752191531
UNINTEGRATED|g__Staphylococcus.s__Staphylococcus_nepalensis	2611.4938555584
TRNA-CHARGING-PWY: tRNA charging	1285.6126396696
TRNA-CHARGING-PWY: tRNA charging|unclassified	1181.4855899012
TRNA-CHARGING-PWY: tRNA charging|g__Lactobacillus.s__Lactobacillus_johnsonii	62.0823857199
VALSYN-PWY: L-valine biosynthesis	1163.0317524553
VALSYN-PWY: L-valine biosynthesis|unclassified	1133.1654638419
VALSYN-PWY: L-valine biosynthesis|g__Enterorhabdus.s__Enterorhabdus_caecimuris	9.2690324874
VALSYN-PWY: L-valine biosynthesis|g__Parasutterella.s__Parasutterella_excrementihominis	7.1556860806
PWY-6700: queuosine biosynthesis I (de novo)	1149.7924839084
PWY-6700: queuosine biosynthesis I (de novo)|unclassified	1082.5231345501
PWY-6700: queuosine biosynthesis I (de novo)|g__Parasutterella.s__Parasutterella_excrementihominis	11.4516741286
PWY-6700: queuosine biosynthesis I (de novo)|g__Enterorhabdus.s__Enterorhabdus_caecimuris	9.0644527526
PWY-6609: adenine and adenosine salvage III	1105.3272801154
PWY-6609: adenine and adenosine salvage III|unclassified	989.6942188087
PWY-6609: adenine and adenosine salvage III|g__Lactobacillus.s__Lactobacillus_reuteri	13.9781922998
PWY-6609: adenine and adenosine salvage III|g__Eubacterium.s__Eubacterium_sp_14_2	13.6475710621
PWY-3841: folate transformations II (plants)	1085.8923487009
PWY-3841: folate transformations II (plants)|unclassified	1001.3536444286
PWY-3841: folate transformations II (plants)|g__Lactobacillus.s__Lactobacillus_johnsonii	54.7750967786
PWY-5686: UMP biosynthesis I	1067.4106526666
PWY-5686: UMP biosynthesis I|unclassified	969.5051838032
PWY-5686: UMP biosynthesis I|g__Lactobacillus.s__Lactobacillus_johnsonii	57.7553394165
PWY-7790: UMP biosynthesis II	1067.4106526666
PWY-7790: UMP biosynthesis II|unclassified	969.5051838032
PWY-7790: UMP biosynthesis II|g__Lactobacillus.s__Lactobacillus_johnsonii	60.0825048642
PWY-7791: UMP biosynthesis III	1067.4106526666
PWY-7791: UMP biosynthesis III|unclassified	969.5051838032
PWY-7791: UMP biosynthesis III|g__Lactobacillus.s__Lactobacillus_johnsonii	57.7553394165
PWY-1042: glycolysis IV	1066.7306208834
PWY-1042: glycolysis IV|unclassified	1019.6171699149
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis	897.5945991041
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|unclassified	821.2580827734
DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis|g__Lactobacillus.s__Lactobacillus_johnsonii	62.3196211128
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I	858.4416418209
PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I|unclassified	761.1832503733
PWY-7221: guanosine ribonucleotides de novo biosynthesis	843.4665561207
PWY-7221: guanosine ribonucleotides de novo biosynthesis|unclassified	728.7082685547
