# Pathway	FF05293354_Abundance	FF05293381_Abundance	FF05293385_Abundance	FF05293454_Abundance	FF05293605_Abundance	FF05622145_Abundance	FF05622157_Abundance	FF05622200_Abundance	FF05622260_Abundance	FF05622278_Abundance	FF05622299_Abundance	FF05622313_Abundance	FF05623225_Abundance	FF05623580_Abundance	FF05623586_Abundance	FF05623622_Abundance	FF06626080_Abundance	FF06626124_Abundance	FF06626165_Abundance	FF06626206_Abundance	FF06626420_Abundance	FS64889132_Abundance
UNMAPPED	1925612.0194833293	1938672.3772947849	1880227.7676996342	2089417.4894253167	2087830.3794609022	1591244.3491885329	2397720.2483004974	2227740.0781640732	1780809.1159141615	1782857.7671480360	2446803.4495629761	2194296.5652141017	1865623.3747990392	1898710.1957869269	1843591.2518630645	2171044.9543272369	1926739.1063447508	2293838.0646276651	2060845.2018359513	1840121.1934484320	1983094.4513996730	1804530.5711034085
UNINTEGRATED	1107501.6837368244	1288003.8410867080	1184700.3937660591	1232525.4526530285	1071099.2031853583	1003607.5278666470	1310707.2856877469	1215846.2106760375	1020138.0008181987	1044334.4691878154	1499884.2937517175	1381750.7113856990	953004.8265813850	948602.2173399717	940062.0035748722	1194017.7255915650	1177734.3074871162	1291121.2704978632	1092415.7842874955	1142377.6468425372	1402615.9339823776	1014375.7852053921
UNINTEGRATED|g__Acetatifactor.s__Acetatifactor_muris	0	0	19221.0278007509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Acutalibacter.s__Acutalibacter_muris	30643.1192398662	0	0	29762.5503803212	0	0	0	0	11796.7413444447	12930.6295930985	0	0	0	0	0	0	0	0	17872.8302298478	9255.5703922596	7282.8484172616	21678.6860095107
UNINTEGRATED|g__Akkermansia.s__Akkermansia_muciniphila	3550.0201227701	0	0	3741.2665389748	97422.1149391732	15160.7843098332	20100.1856861182	26183.8314665030	5457.6055233812	0	0	0	4243.0194312038	0	11489.6162466603	9468.6917910320	0	37671.4654817462	18323.6244303019	11396.5991356942	9617.1843621406	18201.3152764460
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	25977.7749128557	19987.0725150863	20472.3999308909	0	34111.7963202168	28002.1620755267	9041.2915178294	0	16596.1082131244	34608.2508906530	32359.3892355301	16903.5326656241	25958.0212888190	15058.6309463423	31959.1228495807	14152.0250908457	0	0	41076.9770761239	17591.1460099430	17048.9540650854	10369.7382466368
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	0	0	0	2045.3513776259	18248.9698779181	11828.8009688569	16444.9668662269	27479.0891442996	2855.4375263604	4286.5132746492	0	5916.4499686955	37978.7308187504	0	36890.7786238496	44334.6481684877	3817.6426801175	23664.6924416927	0	10134.2155733298	26785.5728981036	85567.3166865898
UNINTEGRATED|g__Dorea.s__Dorea_sp_5_2	0	0	55913.6971749728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Enterorhabdus.s__Enterorhabdus_caecimuris	2825.4393196135	8880.0796897016	4252.8218656722	0	0	5014.5103011907	2401.7734688456	0	4092.1138604969	4633.0783250799	4804.4537397781	9116.7232715559	3120.9980114691	4002.0752191531	1175.1704681288	3332.4539432541	1095.7514786683	0	2757.0528110479	4366.7435517856	6400.1769687670	1439.2766480615
UNINTEGRATED|g__Eubacterium.s__Eubacterium_sp_14_2	0	0	0	0	0	0	0	0	0	0	0	0	0	21394.7542080116	0	12023.1878202574	0	0	0	0	0	0
