# Gene Family	FF05293354_Abundance-CPM	FF05293381_Abundance-CPM	FF05293385_Abundance-CPM	FF05293454_Abundance-CPM	FF05293605_Abundance-CPM	FF05622145_Abundance-CPM	FF05622157_Abundance-CPM	FF05622200_Abundance-CPM	FF05622260_Abundance-CPM	FF05622278_Abundance-CPM	FF05622299_Abundance-CPM	FF05622313_Abundance-CPM	FF05623225_Abundance-CPM	FF05623580_Abundance-CPM	FF05623586_Abundance-CPM	FF05623622_Abundance-CPM	FF06626080_Abundance-CPM	FF06626124_Abundance-CPM	FF06626165_Abundance-CPM	FF06626206_Abundance-CPM	FF06626420_Abundance-CPM	FS64889132_Abundance-CPM
UNMAPPED	623050.0	587488.0	600252.0	616139.0	646079.0	598211.0	633288.0	632802.0	622104.0	616663.0	606367.0	598010.0	647803.0	653530.0	647342.0	631042.0	608285.0	625897.0	641275.0	603446.0	571352.0	626744.0
UNGROUPED	345588.84302980034	374543.2123056988	362944.5382867621	349327.5187121038	318059.86273849796	360277.060043899	333826.85298220906	331914.364462556	341762.7973342969	345972.0841729049	356959.6679852989	358073.6936387009	317948.02204770106	313811.2214524015	317042.98445449513	333218.05410139513	358175.6634044932	338742.9129091971	326918.17649409745	360140.9106170005	386789.73131805426	338641.5092339979
UNGROUPED|g__Acetatifactor.s__Acetatifactor_muris	0.0	4475.156283000001	9262.140160999994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6456.902480700005	4251.853750899996	3963.4788999999973
UNGROUPED|g__Acutalibacter.s__Acutalibacter_muris	6166.432512999989	1127.2223539999986	2549.145355000003	4241.321417	0.0	778.8720269999999	0.0	0.0	3491.401805999997	3195.3925120000013	0.0	0.0	0.0	3848.197198999999	1618.5545660000002	0.0	0.0	0.0	3757.1769830000057	3076.6933259999996	2085.8544420000003	5449.613417999995
UNGROUPED|g__Akkermansia.s__Akkermansia_muciniphila	946.2708900000013	0.0	0.0	988.0910969999992	20479.89740000001	4059.062596999999	4233.685667999993	6311.512452000002	1241.4549956000003	333.7384089999999	416.8689249999999	504.19915600000013	1250.0048239999994	573.9848499999998	2173.0446639999986	2597.8495469999966	805.2526149999993	8269.043032700007	4506.938191000001	3222.1237667999917	1978.4494941999972	4962.744056499998
UNGROUPED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	6911.579247000005	5641.323156	6297.270114999993	3107.592024999998	9269.524826999996	6966.620908000003	2992.7263429999994	3487.297280000001	6201.408655999998	7248.689594999983	5756.936554	5563.463339000006	7772.298770000002	5459.628695000003	8257.026684000002	4363.017574999993	3349.6158509999977	4233.864597999999	11942.064512999988	5753.235591999989	5416.507862999996	4219.013724000001
UNGROUPED|g__Bifidobacterium.s__Bifidobacterium_pseudolongum	0.0	0.0	0.0	609.0140779999999	3480.2296089999986	3581.7739477999985	3613.7680499999997	6375.8803889999945	1391.9488729999982	1421.9400169999992	571.8662280000003	1225.874526999998	8803.321539999995	117.02303900000001	9423.14813199999	9850.061641999979	953.2424860000007	4893.689090000001	0.0	2566.820595999996	5930.790775000002	21884.858236000004
UNGROUPED|g__Dorea.s__Dorea_sp_5_2	0.0	4299.5320105000055	7439.467168000008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7824.825617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6928.111255999999	4657.87637399999	0.0
UNGROUPED|g__Enterorhabdus.s__Enterorhabdus_caecimuris	645.0451459999999	2019.5895370000003	1046.0474299999996	280.23633099999995	331.39440300000035	2017.4795030000002	348.3543589999997	501.50355700000046	1493.843378999999	1065.9164009999997	932.5856190000015	2300.322096000002	894.413433000001	1371.405681	340.60899599999976	972.8363820000008	327.977894	331.15011999999996	666.5190040000001	1407.4225820000008	1655.4475409999986	398.24165499999975
UNGROUPED|g__Eubacterium.s__Eubacterium_sp_14_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3188.0426149999985	1797.3367899999987	0.0	4266.9531389999975	0.0	4704.591709999996	0.0	3014.494195399997	0.0	2682.5971079999995	0.0	0.0
UNGROUPED|g__Jeotgalicoccus.s__Jeotgalicoccus_halotolerans	0.0	0.0	0.0	0.0	0.0	0.0	348.4164682000001	229.531273	0.0	0.0	24.337295000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	0.0	0.0	9344.005849300014	0.0	0.0	4018.331888999996	14816.271997000029	12401.392933000012	3917.0899490000006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9576.784123599997	0.0	10531.93218199998	7046.918832999999	0.0
UNGROUPED|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A2	0.0	5879.321953999993	10434.697490999984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19822.77150900002	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_A4	16177.701969000012	0.0	0.0	0.0	0.0	11652.610893000001	28730.76631799997	24149.912508999932	4938.766597999998	15177.418266999994	38835.46772000008	0.0	28033.639694000034	0.0	12299.624487999992	19449.758367499962	0.0	33875.845197999966	0.0	36393.4023	31678.812913999936	0.0
UNGROUPED|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_M18_1	0.0	2507.423678599999	3912.1793639999914	0.0	0.0	0.0	0.0	0.0	6164.5802220000105	0.0	0.0	2957.9785070000007	0.0	0.0	0.0	0.0	6877.208072999997	0.0	0.0	3212.827736499999	2367.3329500000023	5833.849208000003
UNGROUPED|g__Lactobacillus.s__Lactobacillus_johnsonii	6730.604643000001	36729.810992000064	5233.268276000002	12734.601307900004	7547.490198099991	29755.84217799998	3780.9400574000083	14800.890302999982	27693.362582000005	31694.314030000027	25773.823425999988	58384.67118799994	8284.505188000001	17673.288004000005	11986.964164000034	13111.282598999987	15445.470355000001	13558.174128100005	10444.308313699989	18846.365606999992	47078.39365800003	14325.455755400015
UNGROUPED|g__Lactobacillus.s__Lactobacillus_reuteri	1481.5095259999998	10950.988596000014	0.0	3920.211511000003	4982.977276999995	13425.05513000001	3004.9039659999967	11125.312303000004	14976.495387000004	12639.855335999977	18226.685258999973	39411.636056999996	1824.9988699999997	3811.6203979999977	9208.170429	9635.792447000003	4809.367259999996	4849.76804	2104.483758	7295.3204960000085	23046.24021400002	6038.123285000005
UNGROUPED|g__Oscillibacter.s__Oscillibacter_sp_1_3	9978.408569000003	0.0	8697.028386	15649.438487	4671.812189999999	0.0	11029.263585	8434.772050000001	4859.887188000001	10482.331938000008	9439.038443000023	0.0	4932.618010999996	0.0	0.0	12555.692097000017	13882.429274999995	13134.696683000022	0.0	0.0	0.0	5468.043486000005
UNGROUPED|g__Parasutterella.s__Parasutterella_excrementihominis	542.1604029999997	712.2611440000004	480.4897020000001	305.88403600000026	2271.098368999998	3943.0169350000006	3339.9022429999973	3049.161200000002	1073.0541572999994	491.433011	222.49350100000004	5243.439839400003	4808.282360999999	2669.190899999999	1624.69195	1589.4879269999974	255.03769000000003	2789.2156059999966	1498.2334639999995	2663.5252550000005	1878.3293900000003	633.3236889999998
UNGROUPED|g__Staphylococcus.s__Staphylococcus_lentus	0.0	0.0	0.0	0.0	0.0	0.0	3255.641443999997	2488.7752097999987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UNGROUPED|g__Staphylococcus.s__Staphylococcus_nepalensis	0.0	0.0	0.0	53.05987399999999	479.03070240000005	895.0986399999994	263.29993579999996	199.85382859999999	41.151108	703.697677000001	1032.8747850000007	255.30969599999992	0.0	654.0389559999994	580.3047282000001	0.0	58.96574600000001	0.0	0.0	464.7837919999997	1235.7376300000024	70.09192499999999
UNGROUPED|g__Staphylococcus.s__Staphylococcus_saprophyticus	0.0	0.0	0.0	338.88163390000005	569.7349583000001	0.0	592.5885802	587.5311508	0.0	0.0	0.0	0.0	0.0	0.0	645.4857765000002	318.092912	294.09000199999997	0.0	0.0	0.0	0.0	345.465878
UNGROUPED|g__Staphylococcus.s__Staphylococcus_xylosus	0.0	0.0	0.0	3170.6441017999996	3206.791637500001	0.0	6910.103970900009	6833.835678400007	0.0	0.0	0.0	0.0	0.0	0.0	2873.137800299999	3571.1892940000007	2953.5225525999986	0.0	0.0	0.0	0.0	3470.8383225999996
UNGROUPED|unclassified	296009.1321808009	300200.5813344999	298248.79860176117	303928.5380575066	260769.87977649964	279183.29547790025	246566.2188475108	230937.20103425885	264278.3558322992	261517.3551971033	244713.81963130177	240429.46429439852	251343.9398589982	273365.8902984021	256012.2215014973	250498.40830740164	288340.71591018984	240216.1873608004	291998.4521943997	248638.84814849967	246481.18314035115	261578.3670046007
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	63.118539999999996	51.81938300000001	80.525679	70.37264000000002	41.303152	44.790598	51.476496000000004	49.762757	57.537904000000005	52.127030000000005	55.484582	41.081233	44.49569100000001	40.890536000000004	48.09469699999999	48.70317300000001	62.061917999999984	38.045793	45.299554	60.612572	62.52130999999999	34.14386
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN|g__Acutalibacter.s__Acutalibacter_muris	1.88807	0.0	0.0	0.644776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22174	0.715589	0.0	1.35932
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.0	0.0	1.45307	0.0	0.0	0.0	0.352658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN|g__Dorea.s__Dorea_sp_5_2	0.0	0.0	0.8736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN|g__Eubacterium.s__Eubacterium_sp_14_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.642297	0.0	0.0
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_28_4	0.0	0.0	0.0	0.0	0.0	0.0	1.29232	1.20407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92381	1.27253	0.0
